Time (ms),Sinusoid
9942,0.010728
9945,0.010814
9947,0.010897
9950,0.010976
9952,0.011051
9955,0.011123
9957,0.011191
9960,0.011255
9962,0.011316
9965,0.011373
9967,0.011427
9970,0.011476
9972,0.011522
9975,0.011565
9977,0.011603
9980,0.011638
9982,0.011669
9985,0.011696
9987,0.011719
9990,0.011738
9992,0.011754
9995,0.011766
9997,0.011774
