Time (ms),Sinusoid
5822,0.003002
5825,0.003220
5827,0.003435
5830,0.003650
5832,0.003862
5835,0.004072
5837,0.004281
5840,0.004487
5842,0.004692
5845,0.004895
5847,0.005095
5850,0.005293
5852,0.005490
5855,0.005684
5857,0.005875
5860,0.006065
5862,0.006252
5865,0.006436
5867,0.006618
5870,0.006798
5872,0.006975
5875,0.007149
5877,0.007321
5880,0.007490
5882,0.007656
5885,0.007819
5887,0.007980
5890,0.008138
5892,0.008293
5895,0.008445
5897,0.008594
5900,0.008740
5902,0.008883
5905,0.009023
5907,0.009159
5910,0.009293
5912,0.009423
5915,0.009550
5917,0.009674
5920,0.009795
5922,0.009912
5925,0.010026
5927,0.010137
5930,0.010244
5932,0.010348
5935,0.010448
5937,0.010545
5940,0.010638
5942,0.010728
5945,0.010814
5947,0.010897
5950,0.010976
5952,0.011051
5955,0.011123
5957,0.011191
5960,0.011255
5962,0.011316
5965,0.011373
5967,0.011427
5970,0.011476
5972,0.011522
5975,0.011565
5977,0.011603
5980,0.011638
5982,0.011669
5985,0.011696
5987,0.011719
5990,0.011738
5992,0.011754
5995,0.011766
5997,0.011774
6000,0.011778
6002,0.011779
6005,0.011775
6007,0.011768
6010,0.011757
6012,0.011742
6015,0.011724
6017,0.011701
6020,0.011675
6022,0.011645
6025,0.011611
6027,0.011574
6030,0.011533
6032,0.011487
6035,0.011439
6037,0.011386
6040,0.011330
6042,0.011270
6045,0.011206
6047,0.011139
6050,0.011068
6052,0.010993
6055,0.010915
6057,0.010833
6060,0.010748
6062,0.010659
6065,0.010566
6067,0.010470
6070,0.010371
6072,0.010268
6075,0.010162
6077,0.010052
6080,0.009939
6082,0.009822
6085,0.009702
6087,0.009579
6090,0.009453
6092,0.009323
6095,0.009190
6097,0.009054
6100,0.008915
6102,0.008773
6105,0.008627
6107,0.008479
6110,0.008328
6112,0.008173
6115,0.008016
6117,0.007856
6120,0.007693
6122,0.007527
6125,0.007359
6127,0.007188
6130,0.007014
6132,0.006838
6135,0.006658
6137,0.006477
6140,0.006293
6142,0.006106
6145,0.005918
6147,0.005726
6150,0.005533
6152,0.005337
6155,0.005139
6157,0.004939
6160,0.004737
6162,0.004532
6165,0.004326
6167,0.004118
6170,0.003908
6172,0.003696
6175,0.003482
6177,0.003266
6180,0.003049
6182,0.002830
6185,0.002610
6187,0.002388
6190,0.002165
6192,0.001940
6195,0.001714
6197,0.001487
6200,0.001258
6202,0.001028
6205,0.000797
6207,0.000565
6210,0.000332
6212,0.000098
6215,-0.000137
6217,-0.000372
6220,-0.000609
6222,-0.000846
6225,-0.001084
6227,-0.001322
6230,-0.001561
6232,-0.001800
6235,-0.002040
6237,-0.002280
6240,-0.002521
6242,-0.002761
6245,-0.003002
6247,-0.003243
6250,-0.003484
6252,-0.003725
6255,-0.003966
6257,-0.004206
6260,-0.004447
6262,-0.004687
6265,-0.004927
6267,-0.005167
6270,-0.005406
6272,-0.005644
6275,-0.005882
6277,-0.006120
6280,-0.006357
6282,-0.006593
6285,-0.006828
6287,-0.007062
6290,-0.007296
6292,-0.007528
6295,-0.007759
6297,-0.007990
6300,-0.008219
6302,-0.008447
6305,-0.008673
6307,-0.008899
6310,-0.009123
6312,-0.009345
6315,-0.009566
6317,-0.009786
6320,-0.010004
6322,-0.010220
6325,-0.010434
6327,-0.010647
6330,-0.010858
6332,-0.011067
6335,-0.011274
6337,-0.011479
6340,-0.011682
6342,-0.011883
6345,-0.012081
6347,-0.012278
6350,-0.012472
6352,-0.012664
6355,-0.012854
6357,-0.013041
6360,-0.013226
6362,-0.013408
6365,-0.013588
6367,-0.013765
6370,-0.013940
6372,-0.014112
6375,-0.014281
6377,-0.014447
6380,-0.014611
6382,-0.014772
6385,-0.014929
6387,-0.015084
6390,-0.015236
6392,-0.015385
6395,-0.015531
6397,-0.015674
6400,-0.015814
6402,-0.015950
6405,-0.016084
6407,-0.016214
6410,-0.016341
6412,-0.016464
6415,-0.016584
6417,-0.016701
6420,-0.016815
6422,-0.016925
6425,-0.017031
6427,-0.017134
6430,-0.017234
6432,-0.017330
6435,-0.017422
6437,-0.017511
6440,-0.017597
6442,-0.017678
6445,-0.017756
6447,-0.017831
6450,-0.017901
6452,-0.017968
6455,-0.018031
6457,-0.018091
6460,-0.018146
6462,-0.018198
6465,-0.018246
6467,-0.018290
6470,-0.018331
6472,-0.018367
6475,-0.018400
6477,-0.018429
6480,-0.018454
6482,-0.018475
6485,-0.018492
6487,-0.018505
6490,-0.018515
6492,-0.018520
6495,-0.018522
6497,-0.018519
6500,-0.018513
6502,-0.018503
6505,-0.018489
6507,-0.018471
6510,-0.018449
6512,-0.018423
6515,-0.018393
6517,-0.018359
6520,-0.018322
6522,-0.018280
6525,-0.018235
6527,-0.018186
6530,-0.018133
6532,-0.018076
6535,-0.018015
6537,-0.017950
6540,-0.017882
6542,-0.017809
6545,-0.017733
6547,-0.017654
6550,-0.017570
6552,-0.017483
6555,-0.017392
6557,-0.017297
6560,-0.017199
6562,-0.017097
6565,-0.016991
6567,-0.016882
6570,-0.016769
6572,-0.016652
6575,-0.016532
6577,-0.016409
6580,-0.016282
6582,-0.016151
6585,-0.016018
6587,-0.015880
6590,-0.015740
6592,-0.015596
6595,-0.015449
6597,-0.015298
6600,-0.015144
6602,-0.014987
6605,-0.014827
6607,-0.014664
6610,-0.014498
6612,-0.014329
6615,-0.014156
6617,-0.013981
6620,-0.013803
6622,-0.013622
6625,-0.013438
6627,-0.013251
6630,-0.013061
6632,-0.012869
6635,-0.012674
6637,-0.012477
6640,-0.012277
6642,-0.012074
6645,-0.011869
6647,-0.011661
6650,-0.011451
6652,-0.011239
6655,-0.011024
6657,-0.010807
6660,-0.010588
6662,-0.010367
6665,-0.010144
6667,-0.009919
6670,-0.009691
6672,-0.009462
6675,-0.009231
6677,-0.008998
6680,-0.008763
6682,-0.008527
6685,-0.008289
6687,-0.008049
6690,-0.007808
6692,-0.007565
6695,-0.007321
6697,-0.007076
6700,-0.006829
6702,-0.006581
6705,-0.006331
6707,-0.006081
6710,-0.005829
6712,-0.005577
6715,-0.005323
6717,-0.005069
6720,-0.004814
6722,-0.004557
6725,-0.004301
6727,-0.004043
6730,-0.003785
6732,-0.003526
6735,-0.003267
6737,-0.003008
6740,-0.002748
6742,-0.002487
6745,-0.002227
6747,-0.001966
6750,-0.001705
6752,-0.001444
6755,-0.001184
6757,-0.000923
6760,-0.000662
6762,-0.000401
6765,-0.000141
6767,0.000119
6770,0.000378
6772,0.000638
6775,0.000896
6777,0.001155
6780,0.001412
6782,0.001669
6785,0.001925
6787,0.002181
6790,0.002435
6792,0.002689
6795,0.002941
6797,0.003193
6800,0.003444
6802,0.003693
6805,0.003941
6807,0.004188
6810,0.004434
6812,0.004678
6815,0.004921
6817,0.005162
6820,0.005402
6822,0.005640
6825,0.005877
6827,0.006112
6830,0.006345
6832,0.006576
6835,0.006806
6837,0.007033
6840,0.007259
6842,0.007482
6845,0.007704
6847,0.007923
6850,0.008140
6852,0.008355
6855,0.008568
6857,0.008778
6860,0.008986
6862,0.009191
6865,0.009394
6867,0.009595
6870,0.009793
6872,0.009988
6875,0.010181
6877,0.010371
6880,0.010558
6882,0.010742
6885,0.010924
6887,0.011103
6890,0.011278
6892,0.011451
6895,0.011621
6897,0.011788
6900,0.011952
6902,0.012112
6905,0.012270
6907,0.012424
6910,0.012576
6912,0.012724
6915,0.012868
6917,0.013010
6920,0.013148
6922,0.013282
6925,0.013413
6927,0.013541
6930,0.013666
6932,0.013786
6935,0.013904
6937,0.014018
6940,0.014128
6942,0.014235
6945,0.014338
6947,0.014437
6950,0.014533
6952,0.014625
6955,0.014714
6957,0.014798
6960,0.014879
6962,0.014957
6965,0.015030
6967,0.015100
6970,0.015166
6972,0.015228
6975,0.015287
6977,0.015341
6980,0.015392
6982,0.015439
6985,0.015482
6987,0.015521
6990,0.015557
6992,0.015588
6995,0.015616
6997,0.015639
7000,0.015659
7002,0.015675
7005,0.015687
7007,0.015696
7010,0.015700
7012,0.015701
7015,0.015697
7017,0.015690
7020,0.015679
7022,0.015664
7025,0.015645
7027,0.015623
7030,0.015596
7032,0.015566
7035,0.015532
7037,0.015494
7040,0.015453
7042,0.015407
7045,0.015358
7047,0.015305
7050,0.015249
7052,0.015188
7055,0.015124
7057,0.015057
7060,0.014985
7062,0.014911
7065,0.014832
7067,0.014750
7070,0.014664
7072,0.014575
7075,0.014483
7077,0.014386
7080,0.014287
7082,0.014184
7085,0.014077
7087,0.013968
7090,0.013854
7092,0.013738
7095,0.013618
7097,0.013496
7100,0.013369
7102,0.013240
7105,0.013108
7107,0.012972
7110,0.012834
7112,0.012692
7115,0.012548
7117,0.012400
7120,0.012250
7122,0.012096
7125,0.011940
7127,0.011781
7130,0.011620
7132,0.011455
7135,0.011289
7137,0.011119
7140,0.010947
7142,0.010772
7145,0.010595
7147,0.010416
7150,0.010234
7152,0.010050
7155,0.009863
7157,0.009674
7160,0.009483
7162,0.009290
7165,0.009095
7167,0.008898
7170,0.008699
7172,0.008498
7175,0.008295
7177,0.008091
7180,0.007884
7182,0.007676
7185,0.007466
7187,0.007255
7190,0.007042
7192,0.006828
7195,0.006612
7197,0.006395
7200,0.006176
7202,0.005957
7205,0.005736
7207,0.005514
7210,0.005290
7212,0.005066
7215,0.004841
7217,0.004615
7220,0.004388
7222,0.004161
7225,0.003932
7227,0.003703
7230,0.003473
7232,0.003243
7235,0.003013
7237,0.002781
7240,0.002550
7242,0.002318
7245,0.002086
7247,0.001854
7250,0.001622
7252,0.001389
7255,0.001157
7257,0.000925
7260,0.000692
7262,0.000460
7265,0.000228
7267,-0.000003
7270,-0.000234
7272,-0.000465
7275,-0.000695
7277,-0.000925
7280,-0.001154
7282,-0.001382
7285,-0.001610
7287,-0.001837
7290,-0.002063
7292,-0.002288
7295,-0.002512
7297,-0.002736
7300,-0.002958
7302,-0.003179
7305,-0.003399
7307,-0.003617
7310,-0.003834
7312,-0.004050
7315,-0.004265
7317,-0.004478
7320,-0.004689
7322,-0.004899
7325,-0.005107
7327,-0.005314
7330,-0.005519
7332,-0.005722
7335,-0.005923
7337,-0.006122
7340,-0.006319
7342,-0.006515
7345,-0.006708
7347,-0.006899
7350,-0.007088
7352,-0.007275
7355,-0.007459
7357,-0.007641
7360,-0.007821
7362,-0.007998
7365,-0.008173
7367,-0.008346
7370,-0.008515
7372,-0.008683
7375,-0.008847
7377,-0.009009
7380,-0.009169
7382,-0.009325
7385,-0.009479
7387,-0.009629
7390,-0.009777
7392,-0.009922
7395,-0.010064
7397,-0.010203
7400,-0.010339
7402,-0.010472
7405,-0.010602
7407,-0.010729
7410,-0.010852
7412,-0.010973
7415,-0.011090
7417,-0.011203
7420,-0.011314
7422,-0.011421
7425,-0.011525
7427,-0.011625
7430,-0.011722
7432,-0.011815
7435,-0.011905
7437,-0.011992
7440,-0.012075
7442,-0.012154
7445,-0.012230
7447,-0.012302
7450,-0.012371
7452,-0.012436
7455,-0.012497
7457,-0.012555
7460,-0.012609
7462,-0.012659
7465,-0.012705
7467,-0.012748
7470,-0.012787
7472,-0.012823
7475,-0.012854
7477,-0.012882
7480,-0.012906
7482,-0.012926
7485,-0.012942
7487,-0.012955
7490,-0.012964
7492,-0.012969
7495,-0.012970
7497,-0.012967
7500,-0.012960
7502,-0.012950
7505,-0.012936
7507,-0.012918
7510,-0.012896
7512,-0.012870
7515,-0.012840
7517,-0.012807
7520,-0.012770
7522,-0.012729
7525,-0.012684
7527,-0.012635
7530,-0.012583
7532,-0.012527
7535,-0.012467
7537,-0.012403
7540,-0.012336
7542,-0.012265
7545,-0.012190
7547,-0.012112
7550,-0.012030
7552,-0.011944
7555,-0.011854
7557,-0.011761
7560,-0.011665
7562,-0.011564
7565,-0.011461
7567,-0.011353
7570,-0.011243
7572,-0.011128
7575,-0.011011
7577,-0.010889
7580,-0.010765
7582,-0.010637
7585,-0.010506
7587,-0.010371
7590,-0.010233
7592,-0.010092
7595,-0.009948
7597,-0.009801
7600,-0.009650
7602,-0.009496
7605,-0.009340
7607,-0.009180
7610,-0.009017
7612,-0.008851
7615,-0.008682
7617,-0.008511
7620,-0.008336
7622,-0.008159
7625,-0.007979
7627,-0.007796
7630,-0.007611
7632,-0.007423
7635,-0.007232
7637,-0.007039
7640,-0.006844
7642,-0.006646
7645,-0.006445
7647,-0.006242
7650,-0.006037
7652,-0.005830
7655,-0.005620
7657,-0.005408
7660,-0.005194
7662,-0.004978
7665,-0.004760
7667,-0.004541
7670,-0.004319
7672,-0.004095
7675,-0.003870
7677,-0.003642
7680,-0.003413
7682,-0.003183
7685,-0.002951
7687,-0.002717
7690,-0.002482
7692,-0.002246
7695,-0.002008
7697,-0.001769
7700,-0.001528
7702,-0.001287
7705,-0.001044
7707,-0.000800
7710,-0.000555
7712,-0.000310
7715,-0.000063
7717,0.000184
7720,0.000433
7722,0.000681
7725,0.000931
7727,0.001181
7730,0.001432
7732,0.001683
7735,0.001935
7737,0.002186
7740,0.002439
7742,0.002691
7745,0.002944
7747,0.003196
7750,0.003449
7752,0.003702
7755,0.003955
7757,0.004207
7760,0.004459
7762,0.004711
7765,0.004963
7767,0.005215
7770,0.005465
7772,0.005716
7775,0.005966
7777,0.006215
7780,0.006464
7782,0.006711
7785,0.006958
7787,0.007204
7790,0.007450
7792,0.007694
7795,0.007937
7797,0.008179
7800,0.008420
7802,0.008660
7805,0.008898
7807,0.009135
7810,0.009371
7812,0.009605
7815,0.009838
7817,0.010069
7820,0.010299
7822,0.010527
7825,0.010753
7827,0.010977
7830,0.011200
7832,0.011421
7835,0.011639
7837,0.011856
7840,0.012071
7842,0.012283
7845,0.012494
7847,0.012702
7850,0.012908
7852,0.013112
7855,0.013313
7857,0.013512
7860,0.013708
7862,0.013902
7865,0.014094
7867,0.014283
7870,0.014469
7872,0.014652
7875,0.014833
7877,0.015011
7880,0.015186
7882,0.015359
7885,0.015528
7887,0.015695
7890,0.015858
7892,0.016019
7895,0.016176
7897,0.016330
7900,0.016482
7902,0.016630
7905,0.016774
7907,0.016916
7910,0.017054
7912,0.017189
7915,0.017321
7917,0.017449
7920,0.017574
7922,0.017696
7925,0.017814
7927,0.017928
7930,0.018039
7932,0.018146
7935,0.018250
7937,0.018351
7940,0.018447
7942,0.018540
7945,0.018629
7947,0.018715
7950,0.018797
7952,0.018875
7955,0.018949
7957,0.019020
7960,0.019087
7962,0.019150
7965,0.019209
7967,0.019265
7970,0.019316
7972,0.019364
7975,0.019408
7977,0.019448
7980,0.019484
7982,0.019516
7985,0.019544
7987,0.019568
7990,0.019589
7992,0.019605
7995,0.019618
7997,0.019626
8000,0.019631
8002,0.019632
8005,0.019628
8007,0.019621
8010,0.019610
8012,0.019595
8015,0.019576
8017,0.019554
8020,0.019527
8022,0.019496
8025,0.019461
8027,0.019423
8029,0.019381
8032,0.019334
8035,0.019284
8037,0.019230
8040,0.019173
8042,0.019111
8045,0.019046
8047,0.018976
8050,0.018903
8052,0.018827
8055,0.018746
8057,0.018662
8060,0.018574
8062,0.018483
8064,0.018387
8067,0.018289
8070,0.018186
8072,0.018080
8074,0.017970
8077,0.017857
8080,0.017741
8082,0.017620
8085,0.017497
8087,0.017370
8090,0.017240
8092,0.017106
8095,0.016969
8097,0.016829
8100,0.016685
8102,0.016538
8105,0.016388
8107,0.016235
8109,0.016079
8112,0.015920
8115,0.015757
8117,0.015592
8120,0.015424
8122,0.015252
8125,0.015078
8127,0.014901
8130,0.014722
8132,0.014539
8135,0.014354
8137,0.014166
8140,0.013976
8142,0.013783
8145,0.013588
8147,0.013390
8150,0.013190
8152,0.012987
8154,0.012782
8157,0.012575
8160,0.012365
8162,0.012153
8165,0.011940
8167,0.011724
8170,0.011506
8172,0.011286
8175,0.011064
8177,0.010841
8180,0.010615
8182,0.010388
8185,0.010159
8187,0.009929
8189,0.009697
8192,0.009463
8195,0.009228
8197,0.008992
8200,0.008754
8202,0.008515
8205,0.008275
8207,0.008033
8210,0.007791
8212,0.007547
8215,0.007302
8217,0.007057
8220,0.006810
8222,0.006563
8225,0.006315
8227,0.006066
8230,0.005817
8232,0.005567
8235,0.005316
8237,0.005065
8240,0.004814
8242,0.004562
8245,0.004310
8247,0.004058
8250,0.003806
8252,0.003553
8255,0.003301
8257,0.003048
8260,0.002796
8262,0.002544
8265,0.002292
8267,0.002040
8270,0.001788
8272,0.001537
8275,0.001287
8277,0.001037
8280,0.000787
8282,0.000538
8285,0.000290
8287,0.000043
8290,-0.000204
8292,-0.000450
8295,-0.000694
8297,-0.000938
8300,-0.001181
8302,-0.001423
8305,-0.001663
8307,-0.001902
8310,-0.002141
8312,-0.002377
8315,-0.002612
8317,-0.002846
8320,-0.003079
8322,-0.003309
8325,-0.003539
8327,-0.003766
8330,-0.003992
8332,-0.004216
8335,-0.004438
8337,-0.004658
8340,-0.004876
8342,-0.005093
8345,-0.005307
8347,-0.005519
8350,-0.005729
8352,-0.005937
8355,-0.006143
8357,-0.006346
8360,-0.006547
8362,-0.006746
8365,-0.006942
8367,-0.007136
8370,-0.007327
8372,-0.007515
8375,-0.007701
8377,-0.007885
8380,-0.008065
8382,-0.008243
8385,-0.008418
8387,-0.008590
8390,-0.008760
8392,-0.008926
8395,-0.009090
8397,-0.009250
8400,-0.009408
8402,-0.009562
8405,-0.009713
8407,-0.009862
8410,-0.010007
8412,-0.010148
8415,-0.010287
8417,-0.010422
8420,-0.010554
8422,-0.010683
8425,-0.010808
8427,-0.010930
8430,-0.011049
8432,-0.011164
8435,-0.011276
8437,-0.011384
8440,-0.011488
8442,-0.011589
8445,-0.011687
8447,-0.011781
8450,-0.011871
8452,-0.011958
8455,-0.012041
8457,-0.012120
8460,-0.012196
8462,-0.012268
8465,-0.012336
8467,-0.012401
8470,-0.012462
8472,-0.012519
8475,-0.012572
8477,-0.012622
8480,-0.012667
8482,-0.012709
8485,-0.012748
8487,-0.012782
8490,-0.012812
8492,-0.012839
8495,-0.012862
8497,-0.012881
8500,-0.012896
8502,-0.012908
8505,-0.012915
8507,-0.012919
8510,-0.012919
8512,-0.012915
8515,-0.012907
8517,-0.012896
8520,-0.012880
8522,-0.012861
8525,-0.012838
8527,-0.012811
8530,-0.012781
8532,-0.012746
8535,-0.012708
8537,-0.012666
8540,-0.012621
8542,-0.012571
8545,-0.012518
8547,-0.012462
8550,-0.012401
8552,-0.012337
8555,-0.012270
8557,-0.012198
8560,-0.012123
8562,-0.012045
8565,-0.011963
8567,-0.011877
8570,-0.011788
8572,-0.011696
8575,-0.011600
8577,-0.011500
8580,-0.011397
8582,-0.011291
8585,-0.011182
8587,-0.011069
8590,-0.010952
8592,-0.010833
8595,-0.010710
8597,-0.010584
8600,-0.010455
8602,-0.010323
8605,-0.010188
8607,-0.010050
8610,-0.009909
8612,-0.009764
8615,-0.009617
8617,-0.009467
8620,-0.009314
8622,-0.009158
8625,-0.009000
8627,-0.008838
8630,-0.008674
8632,-0.008508
8635,-0.008339
8637,-0.008167
8640,-0.007992
8642,-0.007816
8645,-0.007637
8647,-0.007455
8650,-0.007271
8652,-0.007085
8655,-0.006897
8657,-0.006706
8660,-0.006513
8662,-0.006318
8665,-0.006122
8667,-0.005923
8670,-0.005722
8672,-0.005520
8675,-0.005315
8677,-0.005109
8680,-0.004901
8682,-0.004692
8685,-0.004480
8687,-0.004268
8690,-0.004054
8692,-0.003838
8695,-0.003621
8697,-0.003403
8700,-0.003183
8702,-0.002962
8705,-0.002741
8707,-0.002518
8710,-0.002293
8712,-0.002068
8715,-0.001843
8717,-0.001616
8720,-0.001388
8722,-0.001160
8725,-0.000931
8727,-0.000701
8730,-0.000471
8732,-0.000240
8735,-0.000009
8737,0.000222
8740,0.000454
8742,0.000686
8745,0.000918
8747,0.001151
8750,0.001383
8752,0.001616
8755,0.001848
8757,0.002081
8760,0.002313
8762,0.002545
8765,0.002777
8767,0.003008
8770,0.003239
8772,0.003469
8775,0.003699
8777,0.003929
8780,0.004157
8782,0.004385
8785,0.004612
8787,0.004839
8790,0.005064
8792,0.005289
8795,0.005512
8797,0.005735
8800,0.005956
8802,0.006176
8805,0.006395
8807,0.006613
8810,0.006829
8812,0.007044
8815,0.007258
8817,0.007470
8820,0.007680
8822,0.007889
8825,0.008096
8827,0.008301
8830,0.008504
8832,0.008706
8835,0.008906
8837,0.009104
8840,0.009299
8842,0.009493
8845,0.009685
8847,0.009874
8850,0.010061
8852,0.010246
8855,0.010429
8857,0.010609
8860,0.010787
8862,0.010963
8865,0.011136
8867,0.011306
8870,0.011474
8872,0.011639
8875,0.011801
8877,0.011961
8880,0.012118
8882,0.012272
8885,0.012424
8887,0.012572
8890,0.012718
8892,0.012860
8895,0.013000
8897,0.013136
8900,0.013270
8902,0.013400
8905,0.013527
8907,0.013651
8910,0.013772
8912,0.013889
8915,0.014003
8917,0.014114
8920,0.014222
8922,0.014326
8925,0.014426
8927,0.014524
8930,0.014617
8932,0.014708
8935,0.014794
8937,0.014877
8940,0.014957
8942,0.015033
8945,0.015106
8947,0.015174
8950,0.015239
8952,0.015301
8955,0.015359
8957,0.015413
8960,0.015463
8962,0.015509
8965,0.015552
8967,0.015591
8970,0.015626
8972,0.015658
8975,0.015685
8977,0.015709
8980,0.015729
8982,0.015745
8985,0.015758
8987,0.015766
8990,0.015770
8992,0.015771
8995,0.015768
8997,0.015761
9000,0.015750
9002,0.015735
9005,0.015716
9007,0.015694
9010,0.015667
9012,0.015637
9015,0.015603
9017,0.015565
9020,0.015523
9022,0.015477
9025,0.015428
9027,0.015374
9030,0.015317
9032,0.015256
9035,0.015191
9037,0.015122
9040,0.015050
9042,0.014974
9045,0.014894
9047,0.014810
9050,0.014723
9052,0.014632
9055,0.014537
9057,0.014439
9060,0.014337
9062,0.014231
9065,0.014122
9067,0.014009
9070,0.013893
9072,0.013773
9075,0.013649
9077,0.013523
9080,0.013392
9082,0.013259
9085,0.013122
9087,0.012981
9090,0.012838
9092,0.012691
9095,0.012540
9097,0.012387
9100,0.012230
9102,0.012071
9105,0.011908
9107,0.011742
9110,0.011573
9112,0.011401
9115,0.011226
9117,0.011048
9120,0.010867
9122,0.010683
9125,0.010497
9127,0.010308
9130,0.010116
9132,0.009921
9135,0.009724
9137,0.009524
9140,0.009322
9142,0.009117
9145,0.008910
9147,0.008701
9150,0.008489
9152,0.008274
9155,0.008058
9157,0.007839
9160,0.007618
9162,0.007395
9165,0.007170
9167,0.006943
9170,0.006714
9172,0.006484
9175,0.006251
9177,0.006017
9180,0.005780
9182,0.005543
9185,0.005303
9187,0.005062
9190,0.004820
9192,0.004576
9195,0.004330
9197,0.004084
9200,0.003836
9202,0.003587
9205,0.003336
9207,0.003085
9210,0.002832
9212,0.002579
9215,0.002325
9217,0.002069
9220,0.001813
9222,0.001557
9225,0.001299
9227,0.001041
9230,0.000782
9232,0.000523
9235,0.000264
9237,0.000004
9240,-0.000257
9242,-0.000517
9245,-0.000778
9247,-0.001039
9250,-0.001300
9252,-0.001561
9255,-0.001822
9257,-0.002083
9260,-0.002343
9262,-0.002604
9265,-0.002864
9267,-0.003124
9270,-0.003383
9272,-0.003642
9275,-0.003900
9277,-0.004158
9280,-0.004415
9282,-0.004672
9285,-0.004928
9287,-0.005182
9290,-0.005436
9292,-0.005689
9295,-0.005941
9297,-0.006192
9300,-0.006442
9302,-0.006691
9305,-0.006938
9307,-0.007184
9310,-0.007429
9312,-0.007672
9315,-0.007914
9317,-0.008154
9320,-0.008393
9322,-0.008630
9325,-0.008865
9327,-0.009099
9330,-0.009331
9332,-0.009561
9335,-0.009789
9337,-0.010015
9340,-0.010239
9342,-0.010461
9345,-0.010681
9347,-0.010898
9350,-0.011114
9352,-0.011327
9355,-0.011538
9357,-0.011746
9360,-0.011952
9362,-0.012156
9365,-0.012357
9367,-0.012555
9370,-0.012751
9372,-0.012944
9375,-0.013135
9377,-0.013323
9380,-0.013507
9382,-0.013690
9385,-0.013869
9387,-0.014045
9390,-0.014219
9392,-0.014389
9395,-0.014556
9397,-0.014721
9400,-0.014882
9402,-0.015040
9405,-0.015195
9407,-0.015346
9410,-0.015495
9412,-0.015640
9415,-0.015782
9417,-0.015920
9420,-0.016055
9422,-0.016187
9425,-0.016315
9427,-0.016440
9430,-0.016561
9432,-0.016679
9435,-0.016793
9437,-0.016903
9440,-0.017010
9442,-0.017114
9445,-0.017213
9447,-0.017309
9450,-0.017402
9452,-0.017490
9455,-0.017575
9457,-0.017656
9460,-0.017734
9462,-0.017807
9465,-0.017877
9467,-0.017943
9470,-0.018005
9472,-0.018064
9475,-0.018118
9477,-0.018169
9480,-0.018215
9482,-0.018258
9485,-0.018297
9487,-0.018332
9490,-0.018363
9492,-0.018391
9495,-0.018414
9497,-0.018433
9500,-0.018449
9502,-0.018461
9505,-0.018468
9507,-0.018472
9510,-0.018472
9512,-0.018468
9515,-0.018460
9517,-0.018448
9520,-0.018432
9522,-0.018412
9525,-0.018389
9527,-0.018361
9530,-0.018330
9532,-0.018295
9535,-0.018256
9537,-0.018213
9540,-0.018166
9542,-0.018116
9545,-0.018062
9547,-0.018004
9550,-0.017942
9552,-0.017876
9555,-0.017807
9557,-0.017734
9560,-0.017657
9562,-0.017577
9565,-0.017493
9567,-0.017406
9570,-0.017314
9572,-0.017220
9575,-0.017121
9577,-0.017020
9580,-0.016914
9582,-0.016805
9585,-0.016693
9587,-0.016578
9590,-0.016459
9592,-0.016336
9595,-0.016211
9597,-0.016082
9600,-0.015950
9602,-0.015814
9605,-0.015676
9607,-0.015534
9610,-0.015389
9612,-0.015242
9615,-0.015091
9617,-0.014937
9620,-0.014780
9622,-0.014621
9625,-0.014458
9627,-0.014293
9630,-0.014125
9632,-0.013954
9635,-0.013780
9637,-0.013604
9640,-0.013425
9642,-0.013244
9645,-0.013060
9647,-0.012874
9650,-0.012685
9652,-0.012494
9655,-0.012301
9657,-0.012105
9660,-0.011907
9662,-0.011707
9665,-0.011505
9667,-0.011301
9670,-0.011095
9672,-0.010887
9675,-0.010677
9677,-0.010465
9680,-0.010251
9682,-0.010036
9685,-0.009819
9687,-0.009600
9690,-0.009380
9692,-0.009158
9695,-0.008935
9697,-0.008710
9700,-0.008484
9702,-0.008257
9705,-0.008028
9707,-0.007798
9710,-0.007567
9712,-0.007336
9715,-0.007103
9717,-0.006869
9720,-0.006634
9722,-0.006399
9725,-0.006162
9727,-0.005925
9730,-0.005688
9732,-0.005450
9735,-0.005211
9737,-0.004972
9740,-0.004732
9742,-0.004492
9745,-0.004252
9747,-0.004012
9750,-0.003771
9752,-0.003530
9755,-0.003290
9757,-0.003049
9760,-0.002808
9762,-0.002568
9765,-0.002328
9767,-0.002088
9770,-0.001848
9772,-0.001609
9775,-0.001370
9777,-0.001132
9780,-0.000894
9782,-0.000657
9785,-0.000421
9787,-0.000185
9790,0.000050
9792,0.000284
9795,0.000517
9797,0.000749
9800,0.000980
9802,0.001210
9805,0.001438
9807,0.001666
9810,0.001892
9812,0.002117
9815,0.002341
9817,0.002563
9820,0.002783
9822,0.003002
9825,0.003220
9827,0.003435
9830,0.003650
9832,0.003862
9835,0.004072
9837,0.004281
9840,0.004487
9842,0.004692
9845,0.004895
9847,0.005095
9850,0.005293
9852,0.005490
9855,0.005684
9857,0.005875
9860,0.006065
9862,0.006252
9865,0.006436
9867,0.006618
9870,0.006798
9872,0.006975
9875,0.007149
9877,0.007321
9880,0.007490
9882,0.007656
9885,0.007819
9887,0.007980
9890,0.008138
9892,0.008293
9895,0.008445
9897,0.008594
9900,0.008740
9902,0.008883
9905,0.009023
9907,0.009159
9910,0.009293
9912,0.009423
9915,0.009550
9917,0.009674
9920,0.009795
9922,0.009912
9925,0.010026
9927,0.010137
9930,0.010244
9932,0.010348
9935,0.010448
9937,0.010545
9940,0.010638
